Link,날짜,종가,전일비,등락률,거래량,기관순 매매량,외국인 순매매량,외국인 보유주수,외국인 보유율
https://finance.naver.com/item/frgn.nhn?code=237880,2020.05.20,"23,000",300,-1.29%,"215,755","-64,409","+5,983","994,184",5.86%
https://finance.naver.com/item/frgn.nhn?code=237880,2020.05.19,"23,300",500,+2.19%,"276,264","-18,413","+5,130","987,832",5.82%
https://finance.naver.com/item/frgn.nhn?code=000210,2020.05.25,"79,900","1,000",+1.27%,"128,559","+6,693","+13,986","13,994,784",40.21%
https://finance.naver.com/item/frgn.nhn?code=000210,2020.05.22,"78,900","1,200",-1.50%,"227,183","-53,934","+2,363","13,980,798",40.17%
https://finance.naver.com/item/frgn.nhn?code=000210,2020.05.21,"80,100","1,900",-2.32%,"301,356","-101,978","-23,813","13,978,435",40.17%
https://finance.naver.com/item/frgn.nhn?code=000210,2020.05.20,"82,000",400,+0.49%,"166,775","+5,705","+7,835","14,002,013",40.24%
https://finance.naver.com/item/frgn.nhn?code=000210,2020.05.19,"81,600",800,+0.99%,"267,362","+33,212","-14,598","13,985,896",40.19%
https://finance.naver.com/item/frgn.nhn?code=064760,2020.05.25,"87,700","1,200",+1.39%,"43,086","+14,696","-5,763","7,059,794",60.47%
https://finance.naver.com/item/frgn.nhn?code=064760,2020.05.22,"86,500",700,-0.80%,"77,746","-5,187","-4,820","7,065,557",60.52%
https://finance.naver.com/item/frgn.nhn?code=064760,2020.05.21,"87,200","5,900",+7.26%,"119,515","-6,422","+20,541","7,068,213",60.54%
https://finance.naver.com/item/frgn.nhn?code=064760,2020.05.20,"81,300","3,500",+4.50%,"91,567","+9,706","+6,528","7,046,780",60.36%
https://finance.naver.com/item/frgn.nhn?code=064760,2020.05.19,"77,800","2,100",-2.63%,"57,083","-12,252","-12,423","7,039,763",60.30%
https://finance.naver.com/item/frgn.nhn?code=001800,2020.05.25,"14,350",50,+0.35%,"142,895","+19,631","-48,791","7,949,135",12.69%
https://finance.naver.com/item/frgn.nhn?code=001800,2020.05.22,"14,300",50,-0.35%,"228,555","+71,472","-106,988","7,997,926",12.77%
https://finance.naver.com/item/frgn.nhn?code=001800,2020.05.21,"14,350",50,-0.35%,"268,715","+22,163","-64,560","8,104,914",12.94%
https://finance.naver.com/item/frgn.nhn?code=001800,2020.05.20,"14,400",250,-1.71%,"225,354","+15,183","-100,485","8,175,075",13.05%
https://finance.naver.com/item/frgn.nhn?code=001800,2020.05.19,"14,650",0,0.00%,"292,965","+60,456","-83,474","8,275,332",13.21%
https://finance.naver.com/item/frgn.nhn?code=068400,2020.05.25,"10,200",100,+0.99%,"107,109","+4,075","-3,991","286,706",0.80%
https://finance.naver.com/item/frgn.nhn?code=068400,2020.05.22,"10,100",100,+1.00%,"219,922","+48,126","+14,465","290,697",0.81%
https://finance.naver.com/item/frgn.nhn?code=068400,2020.05.21,"10,000",100,+1.01%,"158,536",-945,"+11,116","276,232",0.77%
https://finance.naver.com/item/frgn.nhn?code=068400,2020.05.20,"9,900",0,0.00%,"77,641",+783,"-1,752","265,116",0.74%
https://finance.naver.com/item/frgn.nhn?code=068400,2020.05.19,"9,900",460,+4.87%,"234,381","+26,911","+14,526","266,868",0.75%
https://finance.naver.com/item/frgn.nhn?code=145020,2020.05.25,"399,700","2,700",+0.68%,"10,519","+2,021",-600,"2,334,186",54.04%
https://finance.naver.com/item/frgn.nhn?code=145020,2020.05.22,"397,000",600,-0.15%,"34,038","+4,313",-966,"2,334,786",54.05%
https://finance.naver.com/item/frgn.nhn?code=145020,2020.05.21,"397,600","2,500",-0.62%,"10,107","+1,082","-1,463","2,335,166",54.06%
https://finance.naver.com/item/frgn.nhn?code=145020,2020.05.20,"400,100","5,200",-1.28%,"17,098","+1,159","-3,503","2,336,388",54.09%
https://finance.naver.com/item/frgn.nhn?code=145020,2020.05.19,"405,300","5,300",+1.33%,"19,649","+4,823","-4,128","2,339,759",54.16%
https://finance.naver.com/item/frgn.nhn?code=003200,2020.05.25,"59,700",0,0.00%,888,+141,+4,"161,892",6.75%
https://finance.naver.com/item/frgn.nhn?code=003200,2020.05.22,"59,700",600,-1.00%,903,+100,-144,"161,888",6.75%
https://finance.naver.com/item/frgn.nhn?code=003200,2020.05.21,"60,300",800,+1.34%,"2,572",-1,-280,"166,836",6.95%
https://finance.naver.com/item/frgn.nhn?code=003200,2020.05.20,"59,500","1,400",+2.41%,"1,209",-142,+145,"167,116",6.96%
https://finance.naver.com/item/frgn.nhn?code=003200,2020.05.19,"58,100","1,000",+1.75%,883,-172,+15,"166,971",6.96%
https://finance.naver.com/item/frgn.nhn?code=298380,2020.05.25,"18,400",150,-0.81%,"433,563","+5,302","-21,468","2,002,000",4.33%
https://finance.naver.com/item/frgn.nhn?code=298380,2020.05.22,"18,550",0,0.00%,"631,608","-25,907","+1,685","2,023,468",4.38%
https://finance.naver.com/item/frgn.nhn?code=298380,2020.05.21,"18,550",400,-2.11%,"436,703","-18,864","-2,534","2,015,796",4.36%
https://finance.naver.com/item/frgn.nhn?code=298380,2020.05.20,"18,950",650,+3.55%,"687,583","-4,041",-739,"2,014,069",4.36%
https://finance.naver.com/item/frgn.nhn?code=298380,2020.05.19,"18,300",50,+0.27%,"578,418","-1,619","-17,690","2,062,471",4.46%
https://finance.naver.com/item/frgn.nhn?code=009830,2020.05.25,"16,100",150,+0.94%,"1,299,118","+257,514","-30,526","33,137,830",20.73%
https://finance.naver.com/item/frgn.nhn?code=009830,2020.05.22,"15,950",550,-3.33%,"2,025,928","-87,353","-265,986","33,168,356",20.75%
https://finance.naver.com/item/frgn.nhn?code=009830,2020.05.21,"16,500",750,+4.76%,"4,338,602","-35,973","+83,806","33,434,342",20.91%
https://finance.naver.com/item/frgn.nhn?code=009830,2020.05.20,"15,750",0,0.00%,"1,688,259","+109,737","-128,498","33,349,641",20.86%
https://finance.naver.com/item/frgn.nhn?code=009830,2020.05.19,"15,750",900,+6.06%,"1,987,485","+494,703","+164,427","33,477,065",20.94%
https://finance.naver.com/item/frgn.nhn?code=001120,2020.05.25,"14,000",50,+0.36%,"147,773","+33,330","-11,421","5,634,300",14.54%
https://finance.naver.com/item/frgn.nhn?code=001120,2020.05.22,"13,950",150,-1.06%,"188,250","+3,490","-1,130","5,645,721",14.57%
https://finance.naver.com/item/frgn.nhn?code=001120,2020.05.21,"14,100",150,+1.08%,"251,120","+26,639","+21,272","5,651,130",14.58%
https://finance.naver.com/item/frgn.nhn?code=001120,2020.05.20,"13,950",150,-1.06%,"213,303","-17,331","-18,531","5,629,603",14.52%
https://finance.naver.com/item/frgn.nhn?code=001120,2020.05.19,"14,100",700,+5.22%,"618,902","+53,620","+133,210","5,647,828",14.57%
https://finance.naver.com/item/frgn.nhn?code=053800,2020.05.25,"56,100","1,000",+1.81%,"69,046","+1,793","+21,233","2,200,451",21.97%
https://finance.naver.com/item/frgn.nhn?code=053800,2020.05.22,"55,100","1,600",-2.82%,"85,469","-11,929","-1,057","2,179,218",21.76%
https://finance.naver.com/item/frgn.nhn?code=053800,2020.05.21,"56,700",0,0.00%,"51,172","-3,049","+6,059","2,180,264",21.77%
https://finance.naver.com/item/frgn.nhn?code=053800,2020.05.20,"56,700",500,+0.89%,"78,107","-1,805","+11,079","2,173,406",21.70%
https://finance.naver.com/item/frgn.nhn?code=053800,2020.05.19,"56,200",600,+1.08%,"93,969",+297,"-17,326","2,161,889",21.59%
https://finance.naver.com/item/frgn.nhn?code=066570,2020.05.25,"56,100",200,-0.36%,"476,565","+3,505","-72,162","51,075,341",31.21%
https://finance.naver.com/item/frgn.nhn?code=066570,2020.05.22,"56,300",900,-1.57%,"518,452","+7,558","+27,991","51,147,503",31.25%
https://finance.naver.com/item/frgn.nhn?code=066570,2020.05.21,"57,200",800,-1.38%,"709,139","-85,927","-123,652","51,119,512",31.24%
https://finance.naver.com/item/frgn.nhn?code=066570,2020.05.20,"58,000",200,-0.34%,"552,137","-46,021","-5,557","51,242,219",31.31%
https://finance.naver.com/item/frgn.nhn?code=066570,2020.05.19,"58,200","1,800",+3.19%,"1,138,915","+162,640","+101,476","51,246,642",31.32%
https://finance.naver.com/item/frgn.nhn?code=270870,2020.05.25,"32,150","3,400",+11.83%,"471,150","+30,174","+37,362","578,862",6.38%
https://finance.naver.com/item/frgn.nhn?code=270870,2020.05.22,"28,750",650,-2.21%,"320,814","-22,048","+19,735","541,500",5.97%
https://finance.naver.com/item/frgn.nhn?code=270870,2020.05.21,"29,400",550,-1.84%,"278,577","-25,417","+4,736","528,535",5.83%
https://finance.naver.com/item/frgn.nhn?code=270870,2020.05.20,"29,950",50,-0.17%,"355,712","-8,768","+2,719","528,475",5.82%
https://finance.naver.com/item/frgn.nhn?code=270870,2020.05.19,"30,000","1,300",-4.15%,"486,497","-59,366","+23,354","527,082",5.81%
https://finance.naver.com/item/frgn.nhn?code=089600,2020.05.25,"31,000","1,100",+3.68%,"134,324","+37,506","+16,476","932,092",10.65%
https://finance.naver.com/item/frgn.nhn?code=089600,2020.05.22,"29,900",650,-2.13%,"71,272","+4,291","-6,277","915,616",10.46%
https://finance.naver.com/item/frgn.nhn?code=089600,2020.05.21,"30,550",750,-2.40%,"160,685","-89,092","+26,095","921,567",10.53%
https://finance.naver.com/item/frgn.nhn?code=089600,2020.05.20,"31,300",450,+1.46%,"127,151","+15,640",-589,"900,648",10.29%
https://finance.naver.com/item/frgn.nhn?code=089600,2020.05.19,"30,850",850,+2.83%,"93,719","+9,997","-5,532","900,982",10.29%
https://finance.naver.com/item/frgn.nhn?code=041830,2020.05.25,"19,600",500,+2.62%,"85,833","+20,286","+7,639","3,355,839",24.52%
https://finance.naver.com/item/frgn.nhn?code=041830,2020.05.22,"19,100",350,-1.80%,"115,382","+10,821","-27,491","3,348,200",24.47%
https://finance.naver.com/item/frgn.nhn?code=041830,2020.05.21,"19,450",50,+0.26%,"122,541","+16,399","-16,657","3,375,691",24.67%
https://finance.naver.com/item/frgn.nhn?code=041830,2020.05.20,"19,400",0,0.00%,"131,883","+18,699","-26,175","3,391,046",24.78%
https://finance.naver.com/item/frgn.nhn?code=041830,2020.05.19,"19,400",200,+1.04%,"100,157","+23,339","-26,454","3,416,507",24.97%
https://finance.naver.com/item/frgn.nhn?code=950180,2020.05.25,"17,150",300,+1.78%,"50,835","+25,540","-7,926","17,256,564",81.93%
https://finance.naver.com/item/frgn.nhn?code=950180,2020.05.22,"16,850",300,-1.75%,"57,491","+9,884","-4,049","17,264,490",81.97%
https://finance.naver.com/item/frgn.nhn?code=950180,2020.05.21,"17,150","1,050",+6.52%,"125,831","+10,983","+15,034","17,268,539",81.99%
https://finance.naver.com/item/frgn.nhn?code=950180,2020.05.20,"16,100",600,+3.87%,"40,997","+5,761",-632,"17,253,505",81.92%
https://finance.naver.com/item/frgn.nhn?code=950180,2020.05.19,"15,500",50,-0.32%,"25,116",-11,-143,"17,254,137",81.92%
https://finance.naver.com/item/frgn.nhn?code=029530,2020.05.25,"26,200",200,+0.77%,"26,599","+6,915","-13,523","2,365,503",23.47%
https://finance.naver.com/item/frgn.nhn?code=029530,2020.05.22,"26,000",250,-0.95%,"32,073","+14,809","-21,551","2,379,026",23.60%
https://finance.naver.com/item/frgn.nhn?code=029530,2020.05.21,"26,250",250,-0.94%,"26,796",+25,"-8,412","2,400,577",23.82%
https://finance.naver.com/item/frgn.nhn?code=029530,2020.05.20,"26,500",200,+0.76%,"20,398",+587,"-5,200","2,408,989",23.90%
https://finance.naver.com/item/frgn.nhn?code=029530,2020.05.19,"26,300",250,+0.96%,"30,894",+630,"-8,856","2,414,189",23.95%
https://finance.naver.com/item/frgn.nhn?code=104830,2020.05.25,"25,000","1,500",+6.38%,"128,323","+3,468","+39,675","1,911,686",15.16%
https://finance.naver.com/item/frgn.nhn?code=104830,2020.05.22,"23,500","1,000",-4.08%,"156,687","-55,404","+1,730","1,872,011",14.85%
https://finance.naver.com/item/frgn.nhn?code=104830,2020.05.21,"24,500",600,-2.39%,"215,792","-74,209","-6,156","1,870,415",14.84%
https://finance.naver.com/item/frgn.nhn?code=104830,2020.05.20,"25,100",500,+2.03%,"154,064","-56,365","+22,733","1,875,641",14.88%
https://finance.naver.com/item/frgn.nhn?code=104830,2020.05.19,"24,600",300,+1.23%,"58,246","-6,683","-3,514","1,852,398",14.69%
https://finance.naver.com/item/frgn.nhn?code=196170,2020.05.25,"203,200","6,200",+3.15%,"349,418",+907,"+21,815","1,382,725",9.88%
https://finance.naver.com/item/frgn.nhn?code=196170,2020.05.22,"197,000","7,900",+4.18%,"778,870","-6,053","+5,308","1,360,910",9.72%
https://finance.naver.com/item/frgn.nhn?code=196170,2020.05.21,"189,100","2,600",+1.39%,"292,323","-9,254","+38,418","1,355,471",9.68%
https://finance.naver.com/item/frgn.nhn?code=196170,2020.05.20,"186,500","11,000",-5.57%,"469,465","-27,365","-60,342","1,314,713",9.39%
https://finance.naver.com/item/frgn.nhn?code=196170,2020.05.19,"197,500","19,500",+10.96%,"1,324,926","-5,187","+61,752","1,381,803",9.87%
https://finance.naver.com/item/frgn.nhn?code=017890,2020.05.25,"15,350",450,+3.02%,"1,141,949","+5,807","-3,863","305,586",1.41%
https://finance.naver.com/item/frgn.nhn?code=017890,2020.05.22,"14,900",300,-1.97%,"882,547","-22,029","-18,973","309,449",1.43%
https://finance.naver.com/item/frgn.nhn?code=017890,2020.05.21,"15,200",150,-0.98%,"961,393",0,"+72,772","328,422",1.52%
https://finance.naver.com/item/frgn.nhn?code=017890,2020.05.20,"15,350",250,+1.66%,"1,606,935","+14,341","-21,227","255,650",1.18%
https://finance.naver.com/item/frgn.nhn?code=017890,2020.05.19,"15,100",900,-5.62%,"2,173,103","-48,547","+26,117","287,212",1.33%
https://finance.naver.com/item/frgn.nhn?code=004800,2020.05.25,"67,500",600,+0.90%,"40,773","+1,585","-3,494","1,555,793",7.38%
https://finance.naver.com/item/frgn.nhn?code=004800,2020.05.22,"66,900",800,-1.18%,"39,403","+5,249","-9,225","1,559,287",7.40%
https://finance.naver.com/item/frgn.nhn?code=004800,2020.05.21,"67,700",100,+0.15%,"61,898","+1,072","-8,034","1,568,512",7.44%
https://finance.naver.com/item/frgn.nhn?code=004800,2020.05.20,"67,600",900,+1.35%,"46,127","+6,183",+980,"1,575,339",7.48%
https://finance.naver.com/item/frgn.nhn?code=004800,2020.05.19,"66,700",700,+1.06%,"73,329","-5,703","-12,696","1,574,204",7.47%
https://finance.naver.com/item/frgn.nhn?code=290670,2020.05.25,"27,200","2,500",+10.12%,"324,716","+5,581","+21,580","111,069",1.68%
https://finance.naver.com/item/frgn.nhn?code=290670,2020.05.22,"24,700",0,0.00%,"99,654","+7,419","+5,176","89,489",1.35%
https://finance.naver.com/item/frgn.nhn?code=290670,2020.05.21,"24,700",100,+0.41%,"128,974","+8,382","-5,590","84,313",1.27%
https://finance.naver.com/item/frgn.nhn?code=290670,2020.05.20,"24,600",450,+1.86%,"144,299","+8,698","+11,480","89,903",1.36%
https://finance.naver.com/item/frgn.nhn?code=290670,2020.05.19,"24,150","1,800",+8.05%,"163,887","+3,089","-26,415","78,423",1.19%
https://finance.naver.com/item/frgn.nhn?code=011210,2020.05.25,"35,850",650,+1.85%,"136,121","+37,542","-15,101","3,233,059",11.89%
https://finance.naver.com/item/frgn.nhn?code=011210,2020.05.22,"35,200","1,550",-4.22%,"223,346","-25,351","-10,912","3,248,160",11.94%
https://finance.naver.com/item/frgn.nhn?code=011210,2020.05.21,"36,750",0,0.00%,"223,670","+1,188","-29,299","3,266,572",12.01%
https://finance.naver.com/item/frgn.nhn?code=011210,2020.05.20,"36,750",150,-0.41%,"356,767","-3,496","-66,347","3,295,731",12.12%
https://finance.naver.com/item/frgn.nhn?code=011210,2020.05.19,"36,900","4,700",+14.60%,"1,058,186","+222,684","+110,478","3,361,910",12.36%
https://finance.naver.com/item/frgn.nhn?code=032620,2020.05.25,"10,950",500,+4.78%,"2,746,366","+19,553","-6,435","875,598",1.68%
https://finance.naver.com/item/frgn.nhn?code=032620,2020.05.22,"10,450",350,-3.24%,"2,588,985","-9,928","+25,939","882,033",1.69%
https://finance.naver.com/item/frgn.nhn?code=032620,2020.05.21,"10,800",600,-5.26%,"2,659,470","+1,037","-19,174","856,094",1.64%
https://finance.naver.com/item/frgn.nhn?code=032620,2020.05.20,"11,400",450,-3.80%,"3,477,985","-48,958","+12,922","875,268",1.68%
https://finance.naver.com/item/frgn.nhn?code=032620,2020.05.19,"11,850",550,-4.44%,"8,396,039","-156,076","-2,903","862,346",1.65%
https://finance.naver.com/item/frgn.nhn?code=286940,2020.05.25,"38,350","2,050",+5.65%,"148,942","+20,335","+3,411","548,448",3.56%
https://finance.naver.com/item/frgn.nhn?code=286940,2020.05.22,"36,300",800,+2.25%,"106,390","+18,744","-3,180","545,037",3.54%
https://finance.naver.com/item/frgn.nhn?code=286940,2020.05.21,"35,500",200,+0.57%,"64,520","-8,853","+4,196","553,217",3.59%
https://finance.naver.com/item/frgn.nhn?code=286940,2020.05.20,"35,300",350,-0.98%,"85,975","-20,782","-11,599","549,021",3.57%
https://finance.naver.com/item/frgn.nhn?code=286940,2020.05.19,"35,650",750,-2.06%,"116,910","-42,227","+4,633","560,620",3.64%
https://finance.naver.com/item/frgn.nhn?code=094360,2020.05.25,"10,350",370,+3.71%,"445,541","+11,811","+11,197","104,228",1.08%
https://finance.naver.com/item/frgn.nhn?code=094360,2020.05.22,"9,980",320,-3.11%,"607,394","+26,523","+33,480","93,031",0.97%
https://finance.naver.com/item/frgn.nhn?code=094360,2020.05.21,"10,300",50,+0.49%,"1,473,915","+14,799","-26,793","59,551",0.62%
https://finance.naver.com/item/frgn.nhn?code=094360,2020.05.20,"10,250",50,+0.49%,"537,599","-20,000","+7,439","86,373",0.90%
https://finance.naver.com/item/frgn.nhn?code=094360,2020.05.19,"10,200",250,+2.51%,"530,440","+3,937","+2,571","78,934",0.82%
https://finance.naver.com/item/frgn.nhn?code=243070,2020.05.25,"51,900",500,+0.97%,"52,454","+1,926","+11,390","1,369,269",13.86%
https://finance.naver.com/item/frgn.nhn?code=243070,2020.05.22,"51,400","1,600",-3.02%,"106,567","-13,226",-4,"1,357,879",13.74%
https://finance.naver.com/item/frgn.nhn?code=243070,2020.05.21,"53,000",100,+0.19%,"98,205","-2,056","+13,398","1,357,883",13.74%
https://finance.naver.com/item/frgn.nhn?code=243070,2020.05.20,"52,900",0,0.00%,"50,938",-85,-604,"1,343,741",13.60%
https://finance.naver.com/item/frgn.nhn?code=243070,2020.05.19,"52,900",100,-0.19%,"98,452","-1,622","+7,039","1,344,337",13.61%
https://finance.naver.com/item/frgn.nhn?code=002170,2020.05.25,"53,400",300,+0.56%,"4,250",+839,+670,"185,418",6.18%
https://finance.naver.com/item/frgn.nhn?code=002170,2020.05.22,"53,100",600,-1.12%,"7,080",-480,-86,"184,748",6.16%
https://finance.naver.com/item/frgn.nhn?code=002170,2020.05.21,"53,700",900,-1.65%,"10,775","+2,079","-2,424","184,834",6.16%
https://finance.naver.com/item/frgn.nhn?code=002170,2020.05.20,"54,600",600,+1.11%,"4,882",-101,-133,"187,258",6.24%
https://finance.naver.com/item/frgn.nhn?code=002170,2020.05.19,"54,000","1,800",+3.45%,"6,096","+2,324",-302,"187,391",6.25%
https://finance.naver.com/item/frgn.nhn?code=095340,2020.05.25,"18,650",800,+4.48%,"1,557,679","+73,928","+6,192","413,345",2.92%
https://finance.naver.com/item/frgn.nhn?code=095340,2020.05.22,"17,850","2,050",+12.97%,"4,038,816","+213,731","-26,834","407,153",2.88%
https://finance.naver.com/item/frgn.nhn?code=095340,2020.05.21,"15,800","1,400",+9.72%,"2,405,293","+106,318","+13,976","433,987",3.07%
https://finance.naver.com/item/frgn.nhn?code=095340,2020.05.20,"14,400",300,+2.13%,"725,511",+480,"-13,415","420,011",2.97%
https://finance.naver.com/item/frgn.nhn?code=095340,2020.05.19,"14,100",100,+0.71%,"1,220,063","+5,870","+18,141","434,089",3.07%
https://finance.naver.com/item/frgn.nhn?code=284740,2020.05.25,"37,600",200,+0.53%,"17,740","+1,817","+4,673","1,115,492",4.97%
https://finance.naver.com/item/frgn.nhn?code=284740,2020.05.22,"37,400","1,100",-2.86%,"41,317",-884,"-4,138","1,110,819",4.95%
https://finance.naver.com/item/frgn.nhn?code=284740,2020.05.21,"38,500",250,+0.65%,"39,146",+95,"-9,320","1,114,957",4.97%
https://finance.naver.com/item/frgn.nhn?code=284740,2020.05.20,"38,250",550,+1.46%,"47,941",+226,"-4,101","1,127,072",5.02%
https://finance.naver.com/item/frgn.nhn?code=284740,2020.05.19,"37,700",650,-1.69%,"47,280","-5,984","-5,820","1,131,173",5.04%
https://finance.naver.com/item/frgn.nhn?code=005070,2020.05.25,"12,600",550,+4.56%,"1,944,429","+12,402","+44,433","1,814,378",6.20%
https://finance.naver.com/item/frgn.nhn?code=005070,2020.05.22,"12,050",300,-2.43%,"1,779,890","-55,702","+6,428","1,769,945",6.05%
https://finance.naver.com/item/frgn.nhn?code=005070,2020.05.21,"12,350",850,+7.39%,"13,278,601","+39,423","-34,028","1,763,517",6.03%
https://finance.naver.com/item/frgn.nhn?code=005070,2020.05.20,"11,500",200,+1.77%,"1,516,311","+2,011","+24,175","1,797,545",6.15%
https://finance.naver.com/item/frgn.nhn?code=005070,2020.05.19,"11,300",350,+3.20%,"4,726,207","-2,772","-11,931","1,773,370",6.06%
https://finance.naver.com/item/frgn.nhn?code=002200,2020.05.25,"18,700",50,+0.27%,"2,915",+52,+535,"137,620",3.44%
https://finance.naver.com/item/frgn.nhn?code=002200,2020.05.22,"18,650",150,-0.80%,"6,564",+153,"-1,436","137,085",3.43%
https://finance.naver.com/item/frgn.nhn?code=002200,2020.05.21,"18,800",50,+0.27%,"7,109",-614,-699,"138,521",3.46%
https://finance.naver.com/item/frgn.nhn?code=002200,2020.05.20,"18,750",200,-1.06%,"21,425",-823,"-3,584","139,220",3.48%
https://finance.naver.com/item/frgn.nhn?code=002200,2020.05.19,"18,950",350,-1.81%,"13,414",-107,-520,"142,804",3.57%
https://finance.naver.com/item/frgn.nhn?code=192820,2020.05.25,"93,500","3,900",+4.35%,"186,012","+34,120","+35,066","1,845,802",18.37%
https://finance.naver.com/item/frgn.nhn?code=192820,2020.05.22,"89,600","4,200",-4.48%,"185,578","-50,610","-2,148","1,810,736",18.02%
https://finance.naver.com/item/frgn.nhn?code=192820,2020.05.21,"93,800","1,500",-1.57%,"123,338","-29,964","+15,909","1,812,884",18.04%
https://finance.naver.com/item/frgn.nhn?code=192820,2020.05.20,"95,300",900,-0.94%,"90,529","-5,966","-2,935","1,796,910",17.88%
https://finance.naver.com/item/frgn.nhn?code=192820,2020.05.19,"96,200",800,+0.84%,"119,109","-6,854","-2,954","1,799,767",17.91%
https://finance.naver.com/item/frgn.nhn?code=097520,2020.05.25,"33,650",200,+0.60%,"679,888","+6,368","-45,253","2,978,103",16.67%
https://finance.naver.com/item/frgn.nhn?code=097520,2020.05.22,"33,450",400,-1.18%,"1,467,576","-13,314","-63,102","3,023,356",16.92%
https://finance.naver.com/item/frgn.nhn?code=097520,2020.05.21,"33,850",50,-0.15%,"1,330,738","+22,347","-10,549","3,086,074",17.28%
https://finance.naver.com/item/frgn.nhn?code=097520,2020.05.20,"33,900","2,700",+8.65%,"2,671,527","+54,348","+273,443","3,094,873",17.33%
https://finance.naver.com/item/frgn.nhn?code=097520,2020.05.19,"31,200","1,900",+6.48%,"1,510,256",+315,"+104,433","2,813,448",15.75%
https://finance.naver.com/item/frgn.nhn?code=170790,2020.05.25,"14,200",250,+1.79%,"107,953","+10,553",-608,"93,658",1.37%
https://finance.naver.com/item/frgn.nhn?code=170790,2020.05.22,"13,950",0,0.00%,"128,769",+171,"+5,886","94,266",1.37%
https://finance.naver.com/item/frgn.nhn?code=170790,2020.05.21,"13,950",450,-3.12%,"166,346","-2,570","+5,757","88,380",1.29%
https://finance.naver.com/item/frgn.nhn?code=170790,2020.05.20,"14,400",200,+1.41%,"89,714","+1,810","-7,634","82,623",1.21%
https://finance.naver.com/item/frgn.nhn?code=170790,2020.05.19,"14,200","1,000",-6.58%,"195,634","+5,556","-4,281","90,257",1.32%
https://finance.naver.com/item/frgn.nhn?code=017810,2020.05.25,"14,750",150,+1.03%,"141,824","+24,350","-4,138","669,377",1.76%
https://finance.naver.com/item/frgn.nhn?code=017810,2020.05.22,"14,600",350,+2.46%,"327,565","-9,733","+2,496","673,515",1.77%
https://finance.naver.com/item/frgn.nhn?code=017810,2020.05.21,"14,250",50,-0.35%,"197,743","+13,282","+35,914","673,519",1.77%
https://finance.naver.com/item/frgn.nhn?code=017810,2020.05.20,"14,300",50,-0.35%,"137,916","+41,220","-5,722","637,605",1.67%
https://finance.naver.com/item/frgn.nhn?code=017810,2020.05.19,"14,350",550,-3.69%,"359,682","-32,135","-5,518","643,327",1.69%
https://finance.naver.com/item/frgn.nhn?code=000880,2020.05.25,"19,600",50,+0.26%,"141,461","+18,127","-3,999","14,525,986",19.38%
https://finance.naver.com/item/frgn.nhn?code=000880,2020.05.22,"19,550",100,-0.51%,"264,076","-73,567","-12,309","14,529,985",19.38%
https://finance.naver.com/item/frgn.nhn?code=000880,2020.05.21,"19,650",350,+1.81%,"237,038","-7,503","+14,020","14,542,294",19.40%
https://finance.naver.com/item/frgn.nhn?code=000880,2020.05.20,"19,300",100,-0.52%,"152,981","+1,029","+8,297","14,527,894",19.38%
https://finance.naver.com/item/frgn.nhn?code=000880,2020.05.19,"19,400",150,+0.78%,"290,227","+36,560","-32,353","14,519,141",19.37%
https://finance.naver.com/item/frgn.nhn?code=001260,2020.05.25,"11,650",150,-1.27%,"47,844",+3,"+1,557","58,827",0.60%
https://finance.naver.com/item/frgn.nhn?code=001260,2020.05.22,"11,800",0,0.00%,"101,500",-20,"-1,615","57,270",0.58%
https://finance.naver.com/item/frgn.nhn?code=001260,2020.05.21,"11,800",150,-1.26%,"68,323",0,"-1,958","58,885",0.60%
https://finance.naver.com/item/frgn.nhn?code=001260,2020.05.20,"11,950",150,-1.24%,"57,604",+2,"-1,268","60,843",0.62%
https://finance.naver.com/item/frgn.nhn?code=001260,2020.05.19,"12,100",550,+4.76%,"107,898",-10,"-7,777","62,111",0.63%
https://finance.naver.com/item/frgn.nhn?code=105560,2020.05.25,"31,350",250,+0.80%,"1,384,922","+38,134","-70,098","267,072,400",64.23%
https://finance.naver.com/item/frgn.nhn?code=105560,2020.05.22,"31,100",900,-2.81%,"2,073,547","-106,728","-673,786","267,142,498",64.25%
https://finance.naver.com/item/frgn.nhn?code=105560,2020.05.21,"32,000",50,-0.16%,"1,690,229","-288,098","+83,621","267,816,284",64.41%
https://finance.naver.com/item/frgn.nhn?code=105560,2020.05.20,"32,050",100,+0.31%,"1,529,458","-122,206","+166,009","267,729,583",64.39%
https://finance.naver.com/item/frgn.nhn?code=105560,2020.05.19,"31,950",950,+3.06%,"3,318,803","+636,048","-156,288","267,487,758",64.33%
https://finance.naver.com/item/frgn.nhn?code=312610,2020.05.25,"12,300",150,+1.23%,"109,326","+2,000",+525,"114,835",1.13%
https://finance.naver.com/item/frgn.nhn?code=312610,2020.05.22,"12,150",300,-2.41%,"182,322",0,"-8,376","114,310",1.13%
https://finance.naver.com/item/frgn.nhn?code=312610,2020.05.21,"12,450",250,+2.05%,"306,568","-11,405","+9,889","122,686",1.21%
https://finance.naver.com/item/frgn.nhn?code=312610,2020.05.20,"12,200",350,+2.95%,"292,816",-19,"+1,368","112,797",1.11%
https://finance.naver.com/item/frgn.nhn?code=312610,2020.05.19,"11,850",600,+5.33%,"261,411",0,"-20,085","111,429",1.10%
